OBJECTID,NAME,CITY,STATE,POPULATION,COUNTY,BEDS
972,WRIGHT MEMORIAL HOSPITAL,TRENTON,MO,25,GRUNDY,25
973,MERCY HOSPITAL WASHINGTON,WASHINGTON,MO,148,FRANKLIN,148
974,HERMANN AREA DISTRICT HOSPITAL,HERMANN,MO,24,GASCONADE,24
975,IRON COUNTY HOSPITAL,PILOT KNOB,MO,15,IRON,15
976,SALEM MEMORIAL DISTRICT HOSPITAL,SULLIVAN,MO,55,DENT,55
977,WASHINGTON COUNTY MEMORIAL HOSPITAL,POTOSI,MO,25,WASHINGTON,25
978,SULLIVAN COUNTY MEMORIAL HOSPITAL,MILAN,MO,25,SULLIVAN,25
979,PUTNAM COUNTY MEMORIAL HOSPITAL,UNIONVILLE,MO,15,PUTNAM,15
980,PHELPS COUNTY REGIONAL MEDICAL CENTER,ROLLA,MO,242,PHELPS,242
981,SAINT FRANCIS MEDICAL CENTER,CAPE GIRARDEAU,MO,308,CAPE GIRARDEAU,308
982,PERRY COUNTY MEMORIAL HOSPITAL,PERRYVILLE,MO,25,PERRY,25
983,TEXAS COUNTY MEMORIAL HOSPITAL,HOUSTON,MO,66,TEXAS,66
984,ELLETT MEMORIAL HOSPITAL,APPLETON CITY,MO,12,ST. CLAIR,12
985,ROYAL OAKS HOSPITAL,WINDSOR,MO,41,HENRY,41
986,LAFAYETTE REGIONAL HEALTH CENTER,LEXINGTON,MO,32,LAFAYETTE,32
987,MERCY HOSPITAL CASSVILLE,CASSVILLE,MO,18,BARRY,18
988,RAY COUNTY MEMORIAL HOSPITAL,RICHMOND,MO,34,RAY,34
989,HEDRICK MEDICAL CENTER,CHILLICOTHE,MO,25,LIVINGSTON,25
990,OSAGE BEACH CENTER FOR COGNITIVE DISORDERS,OSAGE BEACH,MO,14,CAMDEN,14
991,MERCY ORTHOPEDIC HOSPITAL SPRINGFIELD,OZARK,MO,48,GREENE,48
992,MERCY REHABILITATION HOSPITAL SPRINGFIELD,SPRINGFIELD,MO,60,GREENE,60
993,CEDAR COUNTY MEMORIAL HOSPITAL,EL DORADO SPRINGS,MO,25,CEDAR,25
994,KINDRED HOSPITAL ST LOUIS SOUTH,ST. LOUIS,MO,767,ST. LOUIS,767
1278,BARNES-JEWISH HOSPITAL,ST. LOUIS,MO,1110,ST. LOUIS CITY,1110
1861,MERCY HOSPITAL JOPLIN,JOPLIN,MO,341,JASPER,341
1862,KINDRED HOSPITAL - KANSAS CITY,KANSAS CITY,MO,167,JACKSON,167
1863,TWO RIVERS BEHAVIORAL HEALTH SYSTEM,KANSAS CITY,MO,105,JACKSON,105
1864,HEARTLAND BEHAVIORAL HEALTH SERVICES,NEVADA,MO,69,VERNON,69
1865,LONG TERM ACUTE CARE HOSPITAL MOSAIC LIFE CARE AT ST. JOSEPH,ST. JOSEPH,MO,41,BUCHANAN,41
1866,MERCY HOSPITAL ST. LOUIS,ST. LOUIS,MO,859,ST. LOUIS,859
1867,MERCY HOSPITAL SPRINGFIELD,SPRINGFIELD,MO,866,GREENE,866
1868,VA MEDICAL CENTER - JEFFERSON BARRACKS DIVISION,ST. LOUIS,MO,355,ST. LOUIS,355
1869,GOLDEN VALLEY MEMORIAL HOSPITAL,CLINTON,MO,56,HENRY,56
1871,PINNACLE REGIONAL HOSPITAL,BOONVILLE,MO,70,COOPER,70
1872,SSM HEALTH DEPAUL HEALTH CENTER,BRIDGETON,MO,507,ST. LOUIS,507
1873,HAWTHORN CHILDREN'S PSYCHIATRIC HOSPITAL,ST. LOUIS,MO,24,ST. LOUIS,24
1875,SIGNATURE PSYCHIATRIC HOSPITAL,NORTH KANSAS CITY,MO,24,CLAY,24
2015,MACON COUNTY SAMARITAN MEMORIAL HOS,MACON,MO,25,MACON,25
2051,SIGNATURE PSYCHIATRIC HOSPITAL LIBERTY,LIBERTY,MO,40,CLAY,40
2174,SELECT SPECIALTY HOSPITAL - TOWN AND CO,ST. LOUIS,MO,38,ST LOUIS,38
2519,COX MEDICAL CENTERS MEYER ORTHOPEDIC,SPRINGFIELD,MO,86,GREENE,86
2520,LIBERTY HOSPITAL,LIBERTY,MO,226,CLAY,226
2521,MERCY HOSPITAL CARTHAGE,CARTHAGE,MO,25,JASPER,25
2522,TRUMAN MEDICAL CENTER - HOSPITAL HILL,KANSAS CITY,MO,199,JACKSON,199
2523,MOSAIC LIFE CARE AT ST. JOSEPH,ST. JOSEPH,MO,352,BUCHANAN,352
2524,CENTER FOR BEHAVIORAL MEDICINE,KANSAS CITY,MO,65,JACKSON,65
2525,SELECT SPECIALTY HOSPITAL-ST. LOUIS,ST. CHARLES,MO,33,ST. CHARLES,33
2526,MISSOURI BAPTIST HOSPITAL OF SULLIVAN,BOONVILLE,MO,35,CRAWFORD,35
2527,SAINT LUKE'S NORTHLAND HOSPITAL - SMITHVILLE,SMITHVILLE,MO,64,CLAY,64
2529,I-70 COMMUNITY HOSPITAL,SWEET SPRINGS,MO,15,SALINE,15
2530,SSM HEALTH ST. LOUIS UNIVERSITY HOSPITAL,ST. LOUIS,MO,344,ST. LOUIS CITY,344
2531,LAKELAND BEHAVIORAL HEALTH SYSTEM,SPRINGFIELD,MO,122,GREENE,122
2532,MERCY HOSPITAL JEFFERSON,CRYSTAL CITY,MO,251,JEFFERSON,251
2534,MERCY HOSPITAL LINCOLN,TROY,MO,25,LINCOLN,25
2536,"RUSK REHAB CENTER, A JV OF HEALTHSOUTH & UNIV.",COLUMBIA,MO,60,BOONE,60
2537,CITIZENS MEMORIAL HOSPITAL,BOLIVAR,MO,86,POLK,86
2538,CARROLL COUNTY MEMORIAL HOSPITAL,CARROLLTON,MO,25,CARROLL,25
2539,BOTHWELL REGIONAL HEALTH CENTER,SEDALIA,MO,145,PETTIS,145
2540,HARRISON COUNTY COMMUNITY HOSPITAL,BETHANY,MO,19,HARRISON,19
2541,WESTERN MISSOURI MEDICAL CENTER,WARRENSBURG,MO,75,JOHNSON,75
2542,COX MONETT HOSPITAL,MONETT,MO,25,BARRY,25
2544,BARNES-JEWISH HOSPITAL - PSYCHIATRIC SUPPORT CENTER,ST. LOUIS,MO,50,ST. LOUIS CITY,50
2545,KINDRED HOSPITAL - ST. LOUIS,ST. LOUIS,MO,60,ST. LOUIS CITY,60
2687,MERCY CONTINUING CARE HOSPITAL,CHESTERFIELD,MO,54,ST. LOUIS,54
2702,SELECT SPECIALTY HOSPITAL - SPRINGFIELD,SPRINGFIELD,MO,44,GREENE,44
3319,PARKLAND HEALTH CENTER-FARMINGTON,FARMINGTON,MO,130,ST. FRANCOIS,130
3321,SOUTHEAST MISSOURI MENTAL HEALTH CENTER,FARMINGTON,MO,338,ST. FRANCOIS,338
4297,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,JEFFERSON CITY,MO,154,COLE,154
4298,NORTH KANSAS CITY HOSPITAL,NORTH KANSAS CITY,MO,451,CLAY,451
4299,MOSAIC MEDICAL CENTER,ALBANY,MO,35,GENTRY,35
4300,MISSOURI BAPTIST MEDICAL CENTER,ST. LOUIS,MO,489,ST. LOUIS,489
4301,LEE'S SUMMIT MEDICAL CENTER,LEE'S SUMMIT,MO,64,JACKSON,64
4302,CASS REGIONAL MEDICAL CENTER,HARRISONVILLE,MO,35,CASS,35
4303,PROGRESS WEST HEALTHCARE CENTER,O'FALLON,MO,76,ST. CHARLES,76
4304,CAPITAL REGION MEDICAL CENTER,JEFFERSON CITY,MO,114,COLE,114
4305,SCOTLAND COUNTY HOSPITAL,MEMPHIS,MO,25,SCOTLAND,25
4306,SSM HEALTH CARDINAL GLENNON CHILDREN'S MEDICAL CENTER,ST. LOUIS,MO,195,ST. LOUIS CITY,195
4307,MERCY ST. FRANCIS HOSPITAL,MOUNTAIN VIEW,MO,25,HOWELL,25
4308,COX MEDICAL CENTER BRANSON,BRANSON,MO,157,TANEY,157
4309,NORTHEAST REGIONAL MEDICAL CENTER,KIRKSVILLE,MO,93,ADAIR,93
4310,"LANDMARK HOSPITAL OF COLUMBIA, LLC",COLUMBIA,MO,42,BOONE,42
4311,METROPOLITAN ST. LOUIS PSYCHIATRIC CENTER,ST. LOUIS,MO,50,ST. LOUIS CITY,50
4314,PIKE COUNTY MEMORIAL HOSPITAL,LOUISIANA,MO,25,PIKE,25
4315,SOUTHEASTHEALTH,CAPE GIRARDEAU,MO,263,CAPE GIRARDEAU,263
4316,LANDMARK HOSPITAL OF CAPE GIRARDEAU,CAPE GIRARDEAU,MO,30,CAPE GIRARDEAU,30
4317,LAKE REGIONAL HEALTH SYSTEM,OSAGE BEACH,MO,116,CAMDEN,116
4318,BLACK RIVER COMMUNITY MEDICAL CENTER,POPLAR BLUFF,MO,8,BUTLER,8
4319,POPLAR BLUFF REGIONAL MEDICAL CENTER - WESTWOOD,POPLAR BLUFF,MO,38,BUTLER,38
4426,SAINT LUKE'S NORTHLAND HOSPITAL - BARRY ROAD,KANSAS CITY,MO,97,PLATTE,97
4817,SHRINERS HOSPITAL FOR CHILDREN,ST. LOUIS,MO,12,ST. LOUIS,12
4818,EXCELSIOR SPRINGS HOSPITAL,EXCELSIOR SPRINGS,MO,105,CLAY,105
4819,MERCY REHABILITATION HOSPITAL ST. LOUIS,CHESTERFIELD,MO,90,ST. LOUIS,90
4820,SSM HEALTH ST. MARY'S HOSPITAL ST LOUIS,RICHMOND HEIGHTS,MO,492,ST. LOUIS,492
4821,MINERAL AREA REGIONAL MEDICAL CENTER,FARMINGTON,MO,98,ST. FRANCOIS,98
4822,ST. ALEXIUS HOSPITAL - JEFFERSON CAMPUS,ST. LOUIS,MO,0,ST. LOUIS CITY,0
4823,ST. ALEXIUS HOSPITAL - BROADWAY CAMPUS,ST. LOUIS,MO,190,ST. LOUIS CITY,190
4824,SSM HEALTH ST. LOUIS UNIVERSITY HOSPITAL - SOUTH CAMPUS,ST. LOUIS,MO,12,ST. LOUIS CITY,12
4825,HANNIBAL REGIONAL HOSPITAL,HANNIBAL,MO,99,MARION,99
4826,MADISON MEDICAL CENTER,FREDERICKTOWN,MO,144,MADISON,144
4827,MERCY HOSPITAL LEBANON,LEBANON,MO,58,LACLEDE,58
4828,MOSAIC MEDICAL CENTER,MARYVILLE,MO,81,NODAWAY,81
4829,ST. LOUIS PSYCHIATRIC REHABILITATION CENTER,ST. LOUIS,MO,180,ST. LOUIS CITY,180
4830,SSM HEALTH ST. MARY'S HOSPITAL AUDRAIN,MEXICO,MO,88,AUDRAIN,88
4831,MOBERLY REGIONAL MEDICAL CENTER,MOBERLY,MO,100,RANDOLPH,100
4832,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,DEXTER,MO,48,STODDARD,48
4833,MISSOURI DELTA MEDICAL CENTER,SIKESTON,MO,144,SCOTT,144
4834,WOMEN'S AND CHILDREN'S HOSPITAL,COLUMBIA,MO,0,BOONE,0
4835,POPLAR BLUFF REGIONAL MEDICAL CENTER - SOUTH,POPLAR BLUFF,MO,0,BUTLER,0
4836,FULTON MEDICAL CENTER,FULTON,MO,37,CALLAWAY,37
4837,PEMISCOT COUNTY HEALTH CENTER,HAYTI,MO,167,PEMISCOT,167
4838,MERCY HOSPITAL AURORA,AURORA,MO,53,LAWRENCE,53
4839,MISSOURI REHABILITATION CENTER,MOUNT VERNON,MO,79,LAWRENCE,79
4840,SOUTHWEST MISSOURI PSYCHIATRIC REHABILITATION CT,EL DORADO SPRINGS,MO,16,CEDAR,16
4841,PERSHING MEMORIAL HOSPITAL,BROOKFIELD,MO,54,LINN,54
4842,JOHN J. PERSHING VA MEDICAL CENTER,POPLAR BLUFF,MO,58,BUTLER,58
4843,VA MEDICAL CENTER - JOHN COCHRAN DIVISION,SAINT LOUIS,MO,356,ST. LOUIS CITY,356
5282,OZARKS MEDICAL CENTER,WEST PLAINS,MO,114,HOWELL,114
5303,SOUTHEASTHEALTH CENTER OF REYNOLDS COUNTY,ELLINGTON,MO,0,REYNOLDS,0
5567,CHILDREN'S MERCY HOSPITAL,KANSAS CITY,MO,314,JACKSON,314
5568,ST. LOUIS CHILDREN'S HOSPITAL,ST. LOUIS,MO,274,ST. LOUIS CITY,274
5718,ST. MARY'S MEDICAL CENTER,BLUE SPRINGS,MO,146,JACKSON,146
5784,THE REHABILITATION INSTITUTE OF ST. LOUIS,ST. LOUIS,MO,96,ST. LOUIS CITY,96
6421,SAINT LUKE'S EAST HOSPITAL LEE'S SUMMIT,LEE'S SUMMIT,MO,203,JACKSON,203
6688,GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL,FORT LEONARD WOOD,MO,46,PULASKI,46
6912,COX BARTON COUNTY HOSPITAL,LAMAR,MO,25,BARTON,25
6913,CHRISTIAN HOSPITAL NORTHWEST,FLORISSANT,MO,3,ST. LOUIS,3
6914,POPLAR BLUFF REGIONAL MEDICAL CENTER,POPLAR BLUFF,MO,38,BUTLER,38
6915,TWIN RIVERS REGIONAL MEDICAL CENTER,KENNETT,MO,116,DUNKLIN,116
6916,MERCY HOSPITAL SOUTH,ST. LOUIS,MO,38,ST. LOUIS,38
6917,ST. LUKES DES PERES HOSPITAL,ST. LOUIS,MO,143,ST. LOUIS,143
6918,TRUMAN MEDICAL CENTER - HOSPITAL HILL 2 CENTER,KANSAS CITY,MO,199,JACKSON,199
6919,PERIMETER BEHAVIORAL HOSPITAL OF SPRINGFIELD,SPRINGFIELD,MO,15,GREENE,15
6920,SAINT LUKE'S HOSPITAL OF KANSAS CITY,KANSAS CITY,MO,564,JACKSON,564
6921,ST. JOSEPH MEDICAL CENTER,KANSAS CITY,MO,310,JACKSON,310
6922,SSM HEALTH REHABILITATION HOSPITAL,BRIDGETON,MO,60,ST. LOUIS,60
6923,SSM HEALTH REHABILITATION HOSPITAL AT ST. MARY'S HEALTH CENTER,RICHMOND HEIGHTS,MO,35,ST. LOUIS,35
7361,RESEARCH MEDICAL CENTER - BROOKSIDE CAMPUS,KANSAS CITY,MO,487,JACKSON,487
7362,SSM ST. CLARE HEALTH CENTER,FENTON,MO,180,ST. LOUIS,180
7363,BOONE HOSPITAL CENTER,COLUMBIA,MO,392,BOONE,392
7364,BARNES-JEWISH HOSPITAL - NORTH,ST. LOUIS,MO,1110,ST. LOUIS CITY,1110
7526,FULTON STATE HOSPITAL,FULTON,MO,38,CALLAWAY,38
7527,UNIVERSITY OF MISSOURI HEALTH CARE,COLUMBIA,MO,530,BOONE,530
7596,THE REHABILITATION INSTITUTE OF ST. LOUIS,ST. PETERS,MO,35,ST CHARLES,35
7597,SSM HEALTH REHABILITATION HOSPITAL,LAKE ST. LOUIS,MO,30,ST. CHARLES,30
7600,CENTERPOINTE HOSPITAL OF COLUMBIA,COLUMBIA,MO,72,BOONE,72
3735,COMMONWEALTH HEALTH CENTER,GARAPAN,MP,0,NOT AVAILABLE,0
995,MONROE REGIONAL HOSPITAL,ABERDEEN,MS,35,MONROE,35
1002,ALLIANCE HEALTH SYSTEM,MERIDIAN,MS,154,LAUDERDALE,154
1003,MERIT HEALTH RANKIN,BRANDON,MS,134,RANKIN,134
1004,SOUTH MS STATE HOSPITAL,PURVIS,MS,50,LAMAR,50
1005,MS STATE HOSPITAL,WHITFIELD,MS,1479,RANKIN,1479
1515,MS BAND OF CHOCTAW HOSPITAL,CHOCTAW,MS,20,NESHOBA,20
1850,TRACE REGIONAL HOSPITAL,HOUSTON,MS,84,CHICKASAW,84
1878,BAPTIST MEDICAL CENTER YAZOO,YAZOO CITY,MS,25,YAZOO,25
1879,FRANKLIN COUNTY MEMORIAL HOSPITAL,MEADVILLE,MS,25,FRANKLIN,25
1887,GREENWOOD LEFLORE HOSPITAL,GREENWOOD,MS,208,LEFLORE,208
1890,ALLEGIANCE SPECIALTY HOSPITAL OF GREENVILLE,GREENVILLE,MS,39,WASHINGTON,39
1891,CHOCTAW REGIONAL MEDICAL CENTER,ACKERMAN,MS,25,CHOCTAW,25
1892,FIELD MEMORIAL COMMUNITY HOSPITAL,CENTREVILLE,MS,25,WILKINSON,25
1893,HIGHLAND COMMUNITY HOSPITAL,PICAYUNE,MS,60,PEARL RIVER,60
2207,GULFPORT BEHAVIORAL HEALTH SYSTEM,GULFPORT,MS,109,HARRISON,109
2333,OCEAN BEHAVIORAL HOSPITAL OF BILOXI,BILOXI,MS,45,HARRISON,45
2550,CHOCTAW COUNTY MEDICAL CENTER,ACKERMAN,MS,25,CHOCTAW,25
2551,MADISON COUNTY MEDICAL CENTER,CANTON,MS,67,MADISON,67
3004,GREENE COUNTY HOSPITAL,LEAKESVILLE,MS,7,GREENE,7
3006,PIONEER HEALTH SERVICES OF NEWTON COUNTY,NEWTON,MS,30,NEWTON,30
3010,BAPTIST MEDICAL CENTER - ATTALA,KOSCIUSKO,MS,25,ATTALA,25
3011,GARDEN PARK MEDICAL CENTER,GULFPORT,MS,130,HARRISON,130
3012,MEDICAL/DENTAL FACILITY AT PARCHMAN,PARCHMAN,MS,56,SUNFLOWER,56
3013,MERIT HEALTH BILOXI,BILOXI,MS,198,HARRISON,198
3242,WINSTON MEDICAL CETNER,LOUISVILLE,MS,41,WINSTON,41
3378,COPIAH COUNTY MEDICAL CENTER,HAZELHURST,MS,25,COPIAH,25
3509,GREENWOOD AMG SPECIALTY HOSPITAL,GREENWOOD,MS,40,LEFLORE,40
3562,ENCOMPASS HEALTH REHABILITATION HOSPITAL,GULFPORT,MS,33,HARRISON,33
3596,REGENCY HOSPITAL OF JACKSON,JACKSON,MS,36,HINDS,36
3629,PROMISE HOSPITAL OF VICKSBURG,VICKSBURG,MS,35,WARREN,35
3673,REGENCY HOSPITAL OF HATTIESBURG,HATTIESBURG,MS,33,FORREST,33
3674,WHITFIELD MEDICAL/SURGICAL HOSPITAL,WHITFIELD,MS,32,RANKIN,32
4321,JASPER GENERAL HOSPITAL,BAY SPRINGS,MS,16,JASPER,16
4592,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,JACKSON,MS,210,HINDS,210
4603,MERIT HEALTH MADISON,CANTON,MS,67,MADISON,67
4738,JEFFERSON COUNTY HOSPITAL,FAYETTE,MS,30,JEFFERSON,30
4805,MAGNOLIA REGIONAL HEALTH CENTER,CORINTH,MS,200,ALCORN,200
4844,FIELD MEMORIAL COMMUNITY HOSPITAL,CENTREVILLE,MS,25,WILKINSON,25
4845,DIAMOND GROVE CENTER,LOUISVILLE,MS,25,WINSTON,25
4846,FORREST GENERAL HOSPITAL,HATTIESBURG,MS,512,FORREST,512
4847,H. C. WATKINS MEMORIAL HOSPITAL,QUITMAN,MS,25,CLARKE,25
4848,HARDY WILSON MEMORIAL HOSPITAL,HAZLEHURST,MS,25,COPIAH,25
4850,DELTA REGIONAL MEDICAL CENTER,GREENVILLE,MS,227,WASHINGTON,227
4852,ANDERSON REGIONAL MEDICAL CENTER,MERIDIAN,MS,260,LAUDERDALE,260
4853,ANDERSON REGIONAL MEDICAL CENTER SOUTH,MERIDIAN,MS,69,LAUDERDALE,69
4854,EAST MS STATE HOSPITAL,MERIDIAN,MS,201,LAUDERDALE,201
4855,LAWRENCE COUNTY HOSPITAL,MONTICELLO,MS,25,LAWRENCE,25
4856,MEMORIAL HOSPITAL AT GULFPORT,GULFPORT,MS,445,HARRISON,445
4858,MERIT HEALTH WESLEY,HATTIESBURG,MS,211,LAMAR,211
5157,GULF COAST VETERANS HEALTH CARE SYSTEM,BILOXI,MS,716,HARRISON,716
5776,COVINGTON COUNTY HOSPITAL,COLLINS,MS,35,COVINGTON,35
5826,MARION GENERAL HOSPITAL,COLUMBIA,MS,49,MARION,49
5864,TIPPAH COUNTY HOSPITAL,RIPLEY,MS,25,TIPPAH,25
5878,STONE COUNTY HOSPITAL,WIGGINS,MS,25,STONE,25
7248,ALLIANCE HEALTHCARE SYSTEM,HOLLY SPRINGS,MS,40,MARSHALL,40
7249,BAPTIST MEMORIAL HOSPITAL-BOONEVILLE,BOONEVILLE,MS,114,PRENTISS,114
7250,BAPTIST MEMORIAL HOSPITAL - CALHOUN,CALHOUN CITY,MS,25,CALHOUN,25
7251,BAPTIST MEMORIAL HOSPITAL - DESOTO,SOUTHAVEN,MS,339,DESOTO,339
7252,BAPTIST MEMORIAL HOSPITAL - GOLDEN TRIANGLE,COLUMBUS,MS,315,LOWNDES,315
7253,BAPTIST MEMORIAL HOSPITAL - UNION COUNTY,NEW ALBANY,MS,153,UNION,153
7254,BEACHAM MEMORIAL HOSPITAL,MAGNOLIA,MS,37,PIKE,37
7255,BOLIVAR MEDICAL CENTER,CLEVELAND,MS,165,BOLIVAR,165
7256,BRENTWOOD BEHAVIORAL HEALTHCARE,JACKSON,MS,107,RANKIN,107
7257,BAPTIST MEMORIAL HOSPITAL - NORTH MS,OXFORD,MS,217,LAFAYETTE,217
7258,CLAIBORNE COUNTY HOSPITAL,PORT GIBSON,MS,32,CLAIBORNE,32
7259,DELTA REGIONAL MEDICAL CENTER - WEST CAMPUS,GREENVILLE,MS,97,WASHINGTON,97
7260,GEORGE REGIONAL HOSPITAL,LUCEDALE,MS,48,GEORGE,48
7261,HOLMES COUNTY HOSPITAL & CLINICS,LEXINGTON,MS,25,HOLMES,25
7262,JEFFERSON DAVIS COMMUNITY HOSPITAL,PRENTISS,MS,35,JEFFERSON DAVIS,35
7263,JOHN C STENNIS MEMORIAL HOSPITAL,DEKALB,MS,25,KEMPER,25
7264,KILMICHAEL HOSPITAL,KILMICHAEL,MS,19,MONTGOMERY,19
7265,KING'S DAUGHTERS MEDICAL CENTER,BROOKHAVEN,MS,99,LINCOLN,99
7266,LAIRD HOSPITAL,UNION,MS,25,NEWTON,25
7267,MAGEE GENERAL HOSPITAL,MAGEE,MS,64,SIMPSON,64
7268,MERIT HEALTH CENTRAL,JACKSON,MS,319,HINDS,319
7269,MERIT HEALTH NATCHEZ,NATCHEZ,MS,179,ADAMS,179
7270,MERIT HEALTH RIVER OAKS,FLOWOOD,MS,160,RANKIN,160
7271,MERIT HEALTH RIVER REGION,VICKSBURG,MS,361,WARREN,361
7272,MERIT HEALTH WOMEN'S HOSPITAL,FLOWOOD,MS,109,RANKIN,109
7273,METHODIST HEALTH CARE - OLIVE BRANCH HOSPITAL,OLIVE BRANCH,MS,67,DESOTO,67
7275,MS BAPTIST MEDICAL CENTER,JACKSON,MS,638,HINDS,638
7276,MS METHODIST REHABILITATION CENTER,JACKSON,MS,124,HINDS,124
7277,NESHOBA COUNTY GENERAL HOSPITAL,PHILADELPHIA,MS,48,NESHOBA,48
7278,NORTH MISSISSIPPI HEALTH GILMORE MEMORIAL,AMORY,MS,95,MONROE,95
7279,NORTH MS MEDICAL CENTER,TUPELO,MS,650,LEE,650
7280,NORTH MS STATE HOSPITAL,TUPELO,MS,50,LEE,50
7281,NORTH OAK REGIONAL MEDICAL CENTER,SENATOBIA,MS,76,TATE,76
7282,NORTH SUNFLOWER MEDICAL CENTER,RULEVILLE,MS,35,SUNFLOWER,35
7283,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,CLARKSDALE,MS,181,COAHOMA,181
7284,NOXUBEE GENERAL CRITICAL ACCESS HOSPITAL,MACON,MS,25,NOXUBEE,25
7285,OAK CIRCLE CENTER - MISSISSIPPI STATE HOSPITAL,WHITFIELD,MS,60,RANKIN,60
7286,OCEAN SPRINGS HOSPITAL,OCEAN SPRINGS,MS,136,JACKSON,136
7287,OCH REGIONAL MEDICAL CENTER,STARKVILLE,MS,96,OKTIBBEHA,96
7288,OCHSNER MEDICAL CENTER HANCOCK,BAY ST. LOUIS,MS,102,HANCOCK,102
7289,PARKWOOD BEHAVIORAL HEALTH SYSTEM,OLIVE BRANCH,MS,108,DESOTO,108
7290,PATIENT¡¦S CHOICE MEDICAL CENTER OF HUMPHREYS COUNTY,BELZONI,MS,34,HUMPHREYS,34
7291,PATIENTS CHOICE MEDICAL CENTER,RALEIGH,MS,29,SMITH,29
7292,PEARL RIVER COUNTY HOSPITAL,POPLARVILLE,MS,24,PEARL RIVER,24
7299,PERRY COUNTY GENERAL HOSPITAL,RICHTON,MS,22,PERRY,22
7300,PONTOTOC HEALTH SERVICES,PONTOTOC,MS,25,PONTOTOC,25
7301,QUITMAN COUNTY HOSPITAL,MARKS,MS,33,QUITMAN,33
7302,REGENCY HOSPITAL OF MERIDIAN,MERIDIAN,MS,40,LAUDERDALE,40
7303,RUSH FOUNDATION HOSPITAL,MERIDIAN,MS,215,LAUDERDALE,215
7304,S. E. LACKEY CRITICAL ACCESS HOSPITAL & SWINGBED,FOREST,MS,35,SCOTT,35
7305,SCOTT REGIONAL HOSPITAL,MORTON,MS,25,SCOTT,25
7306,SELECT SPECIALTY HOSPITAL - JACKSON,JACKSON,MS,53,HINDS,53
7307,SELECT SPECIALTY HOSPITAL BELHAVEN,JACKSON,MS,25,HINDS,25
7308,SELECT SPECIALTY HOSPITAL GULF COAST,GULFPORT,MS,61,HARRISON,61
7309,SHARKEY-ISSAQUENA COMMUNITY HOSPITAL,ROLLING FORK,MS,29,SHARKEY,29
7310,SIMPSON GENERAL HOSPITAL,MENDENHALL,MS,35,SIMPSON,35
7311,SINGING RIVER HOSPITAL,PASCAGOULA,MS,435,JACKSON,435
7312,SOUTH CENTRAL REGIONAL MEDICAL CENTER,LAUREL,MS,285,JONES,285
7313,SOUTH SUNFLOWER COUNTY HOSPITAL,INDIANOLA,MS,49,SUNFLOWER,49
7314,ST. DOMINIC-JACKSON MEMORIAL HOSPITAL,JACKSON,MS,571,HINDS,571
7315,TALLAHATCHIE GENERAL HOSPITAL,CHARLESTON,MS,18,TALLAHATCHIE,18
7316,TYLER HOLMES MEMORIAL HOSPITAL,WINONA,MS,25,MONTGOMERY,25
7317,UNIVERSITY HOSPITAL AND CLINICS - THE UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,JACKSON,MS,697,HINDS,697
7318,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER - GRENADA,GRENADA,MS,156,GRENADA,156
7319,WALTHALL COUNTY GENERAL HOSPITAL,TYLERTOWN,MS,25,WALTHALL,25
7320,WAYNE GENERAL HOSPITAL,WAYNESBORO,MS,80,WAYNE,80
7321,YALOBUSHA GENERAL HOSPITAL,WATER VALLEY,MS,26,YALOBUSHA,26
7365,SOUTHWEST MS REGIONAL MEDICAL CENTER,MCCOMB,MS,160,PIKE,160
7366,NORTH MISSISSIPPI MEDICAL CENTER WEST POINT,WEST POINT,MS,60,CLAY,60
7367,PANOLA MEDICAL CENTER,BATESVILLE,MS,112,PANOLA,112
7368,NATCHEZ COMMUNITY HOSPITAL,NATCHEZ,MS,101,ADAMS,101
7506,BAPTIST MEDICAL CENTER LEAKE,CARTHAGE,MS,25,LEAKE,25
7515,NMMC WOMEN'S HOSPITAL,TUPELO,MS,0,LEE,0
7568,THE SPECIALTY HOSPITAL OF MERIDIAN,MERIDIAN,MS,49,LAUDERDALE,49
7594,BAPTIST MEMORIAL HOSPITAL NORTH MS,OXFORD,MS,23,LAFAYETTE,23
7605,NORTH MS MEDICAL CENTER - EUPORA,EUPORA,MS,38,WEBSTER,38
7606,NORTH MS MEDICAL CENTER - IUKA,IUKA,MS,48,TISHOMINGO,48
231,NORTHERN MONTANA HOSPITAL,HAVRE,MT,49,HILL,49
540,GREAT FALLS CLINIC MEDICAL CENTER,GREAT FALLS,MT,19,CASCADE,19
1521,PHS INDIAN HOSPITAL AT BROWNING BLACKFEET,BROWNING,MT,26,GLACIER,26
1876,BILLINGS CLINIC,BILLINGS,MT,304,YELLOWSTONE,304
1889,BROADWATER HEALTH CENTER,TOWNSEND,MT,44,BROADWATER,44
2499,ST VINCENT HEALTH CARE,BILLINGS,MT,286,YELLOWSTONE,286
2528,RIMROCK FOUNDATION,BILLILINGS,MT,0,YELLOWSTONE,0
2562,FRANCES MAHON DEACONESS HOSPITAL,GLASGOW,MT,25,VALLEY,25
